PIN,SalePrice,SqFtTotLiving,NbrLivingUnits,YrBuilt,CurrentZoning,beat,total_noise_dispatches,estimated_dispatch_waste_usd,shadow_tax_penalty_usd,FEMA_Climate_Risk,Heavy_Freight_Zone
1109000050,744000,1850,1,1910,NR3,S2,171,25650,-2641.990294869112,69.22,1
3352400561,460000,980,1,1948,NR2,S3,189,28350,-2920.094536434281,69.22,0
9126100815,840000,1560,1,2014,LR2(M),G2,229,34350,-3538.1039621346586,69.22,0
6412600005,771000,1430,1,1948,NR2,N2,246,36900,-3800.757968057319,69.22,1
5476800221,560000,1300,1,1951,LDR,99,1,150,-15.450235642509426,69.22,0
1982200835,825000,1130,1,1950,NR3,B2,126,18900,-1946.729690956188,69.22,0
2538000110,704590,1400,1,2024,MUR35,99,1,150,-15.450235642509426,69.22,0
9828701814,799900,1030,1,2020,LR2(M),C3,127,19050,-1962.1799265986967,69.22,0
1306300170,760000,1200,1,1930,NR3,N1,157,23550,-2425.68699587398,69.22,0
8641500340,546000,1150,2,1923,NR3,L2,118,17700,-1823.1278058161124,69.22,1
9274201780,799959,1360,1,1947,LR1(M),W1,248,37200,-3831.6584393423377,69.22,0
8903000067,825000,2460,1,1999,NR2,L3,167,25050,-2580.189352299074,69.22,1
1453602317,615000,1430,1,1999,LR2(M),L3,167,25050,-2580.189352299074,69.22,1
8817400220,805000,1710,1,1901,LR2,U1,230,34500,-3553.554197777168,69.22,0
5694000175,788000,1050,1,2022,LR3(M),B2,126,18900,-1946.729690956188,69.22,1
4303200305,520000,1730,1,1943,NR3,F2,153,22950,-2363.8860533039424,69.22,0
9528104370,793500,1000,1,2004,LR3(M),J3,89,13350,-1375.0709721833389,69.22,1
2695600030,790000,1190,1,1954,NR3,W3,109,16350,-1684.0756850335274,69.22,0
6414100710,811000,1880,1,1950,NR2,L1,179,26850,-2765.592180009188,69.22,1
2826049153,825000,1120,1,1947,NR2,L1,179,26850,-2765.592180009188,69.22,0
9325800080,675000,920,1,1950,NR2,N2,246,36900,-3800.757968057319,69.22,0
7548300816,650000,1190,1,2022,MR(M2),R1,217,32550,-3352.7011344245457,69.22,1
7625703002,669900,1650,1,2005,LR1(M),W3,109,16350,-1684.0756850335274,69.22,0
4354700030,765000,1500,1,1954,NR2,L1,179,26850,-2765.592180009188,69.22,0
4058801225,814950,2190,1,1952,R6,99,1,150,-15.450235642509426,69.22,0
7548300817,640000,1190,1,2022,MR(M2),R1,217,32550,-3352.7011344245457,69.22,1
2976800005,750000,1880,1,1955,NR2,S3,189,28350,-2920.094536434281,69.22,0
6632300478,797500,1350,1,1959,NR2,L1,179,26850,-2765.592180009188,69.22,0
3298700881,725000,1500,1,1920,NR3,F3,259,38850,-4001.6110314099415,69.22,0
2767600691,760000,1210,1,2007,LR3(M),B1,211,31650,-3259.999720569489,69.22,1
1453600182,680000,800,1,1954,NR2,L3,167,25050,-2580.189352299074,69.22,1
3298700161,534000,950,1,1942,NR3,F3,259,38850,-4001.6110314099415,69.22,0
1624049034,500000,680,1,1942,RSL(M),R2,298,44700,-4604.170221467809,69.22,0
3348401035,598950,1440,1,1945,NR1,S3,189,28350,-2920.094536434281,69.22,1
2124049091,700000,1860,1,1947,NR3,S1,221,33150,-3414.502076994583,69.22,0
3300701394,535000,880,1,2018,LR2(M),J1,141,21150,-2178.483225593829,69.22,1
2254502240,768540,1260,1,2022,LR1(M),G2,229,34350,-3538.1039621346586,69.22,0
7857003675,790000,1310,1,1952,NR3,S1,221,33150,-3414.502076994583,69.22,0
3645100195,687500,1530,1,2017,LR2(M),N1,157,23550,-2425.68699587398,69.22,0
2254502241,739000,1260,1,2022,LR1(M),G2,229,34350,-3538.1039621346586,69.22,0
3277800718,760000,1810,1,2020,LR1(M),F1,153,22950,-2363.8860533039424,69.22,0
8822900073,480000,1160,1,2007,LR3(M),L3,167,25050,-2580.189352299074,69.22,1
7132800369,665000,1460,1,2006,LR2(M),R1,217,32550,-3352.7011344245457,69.22,1
2254501291,748500,1180,1,2020,LR2(M),E2,260,39000,-4017.0612670524506,69.22,1
3812400091,750000,2030,2,1907,NR3,S2,171,25650,-2641.990294869112,69.22,0
6056111320,799000,1430,1,2012,LR3(M),R2,298,44700,-4604.170221467809,69.22,0
3274800461,680000,1160,1,2012,LR3(M),G3,123,18450,-1900.3789840286595,69.22,1
3679400489,607000,1430,1,2013,LR2(M),R1,217,32550,-3352.7011344245457,69.22,1
2508000065,767190,1110,1,1937,NR3,J1,141,21150,-2178.483225593829,69.22,0
2734101075,662000,1090,1,1915,NR3,O3,51,7650,-787.9620177679808,69.22,1
3126049466,277291,1010,1,2007,LR2(M),N3,225,33750,-3476.303019564621,69.22,1
3438502212,759000,1560,1,1972,NR3,F1,153,22950,-2363.8860533039424,69.22,0
9352900224,550000,1440,1,2007,LR3(M),F2,153,22950,-2363.8860533039424,69.22,0
2919702330,750000,1110,1,1946,NR3,J2,90,13500,-1390.5212078258485,69.22,1
2919700745,791000,1200,1,1948,NR3,J2,90,13500,-1390.5212078258485,69.22,1
3226049341,823500,1610,1,1952,NR3,L2,118,17700,-1823.1278058161124,69.22,1
3131201520,815000,1110,1,1919,NR3,B3,118,17700,-1823.1278058161124,69.22,1
1623800550,638000,700,1,1916,NR3,J2,90,13500,-1390.5212078258485,69.22,0
3904100030,710000,2260,1,1966,RSL(M),S2,171,25650,-2641.990294869112,69.22,0
7625703068,734000,1200,1,2023,LR1(M1),W3,109,16350,-1684.0756850335274,69.22,0
8812401470,680000,1430,1,1914,LR1,U2,264,39600,-4078.862209622489,69.22,1
9352900875,640000,1510,1,1918,LR2(M1),F2,153,22950,-2363.8860533039424,69.22,0
9297301115,600000,670,1,1947,RSL(M),W2,329,49350,-5083.127526385601,69.22,1
9842300450,708000,1930,1,1954,NR3,W3,109,16350,-1684.0756850335274,69.22,0
1972205592,749950,1240,1,2006,LR2(M),Q2,110,16500,-1699.525920676037,69.22,0
2538000200,724990,1400,1,2024,MUR35,99,1,150,-15.450235642509426,69.22,0
3083000025,680000,1480,1,1941,NR3,R1,217,32550,-3352.7011344245457,69.22,0
3693901867,710000,1200,1,2019,NC140(M),J2,90,13500,-1390.5212078258485,69.22,0
1604600570,775000,1410,1,1916,LR1(M1),R2,298,44700,-4604.170221467809,69.22,0
6413600258,836000,1030,1,1951,NR2,L1,179,26850,-2765.592180009188,69.22,1
7625703470,810000,1020,1,2025,NR3,W3,109,16350,-1684.0756850335274,69.22,0
5569200050,780000,1000,1,1933,NR2,L1,179,26850,-2765.592180009188,69.22,0
1972201863,775000,1010,1,2023,LR3(M),B3,118,17700,-1823.1278058161124,69.22,1
6141100705,750000,2060,1,1925,NR2,N1,157,23550,-2425.68699587398,69.22,0
7518504060,800000,1520,1,1901,NR3,J2,90,13500,-1390.5212078258485,69.22,0
2875150100,565000,1250,1,2019,R18,99,1,150,-15.450235642509426,69.22,0
8673400073,815000,1320,1,2002,LR3(M),B1,211,31650,-3259.999720569489,69.22,0
2976800360,720000,2400,1,1955,NR2,S3,189,28350,-2920.094536434281,69.22,0
3298700316,605000,770,1,1942,NR3,F3,259,38850,-4001.6110314099415,69.22,0
5347200174,560000,1330,1,2009,LR2RC(M),F2,153,22950,-2363.8860533039424,69.22,0
3188100008,765100,1610,1,2002,LR1(M),U1,230,34500,-3553.554197777168,69.22,1
5101400535,780000,1700,2,1908,LR1(M),U1,230,34500,-3553.554197777168,69.22,1
2921700336,849900,1580,1,2021,LR1(M1),J2,90,13500,-1390.5212078258485,69.22,1
9834201390,850000,1800,2,1967,LR2(M),R2,298,44700,-4604.170221467809,69.22,0
7443000795,795000,1780,2,1922,LR1(M),Q2,110,16500,-1699.525920676037,69.22,0
1133000671,760000,1330,1,1952,NR2,L1,179,26850,-2765.592180009188,69.22,0
9842300490,830000,2140,1,1954,NR3,W3,109,16350,-1684.0756850335274,69.22,0
1773101510,605000,1350,1,1941,LR1(M),F1,153,22950,-2363.8860533039424,69.22,0
9376301200,735000,880,1,1928,RSL(M),J2,90,13500,-1390.5212078258485,69.22,1
3298700610,549950,920,1,1943,LR2(M),F3,259,38850,-4001.6110314099415,69.22,0
7228501011,755000,1020,1,2023,NC2P55(M1),C3,127,19050,-1962.1799265986967,69.22,0
4058801215,820000,1780,1,1943,R6,99,1,150,-15.450235642509426,69.22,0
3362400706,575000,640,1,1912,LR3(M),J3,89,13350,-1375.0709721833389,69.22,1
9266700190,597000,780,1,1920,LR1(M1),N3,225,33750,-3476.303019564621,69.22,1
2254501294,600000,950,1,2020,LR2(M),E2,260,39000,-4017.0612670524506,69.22,1
3300700912,779000,1450,1,2023,NC3P55(M),J1,141,21150,-2178.483225593829,69.22,1
1604602195,555000,1580,1,1913,NC255(M),R2,298,44700,-4604.170221467809,69.22,0
2254501290,650000,950,1,2020,LR2(M),E2,260,39000,-4017.0612670524506,69.22,1
2254501292,630000,950,1,2020,LR2(M),E2,260,39000,-4017.0612670524506,69.22,1
3253500120,825000,1340,1,1953,NR3,R1,217,32550,-3352.7011344245457,69.22,0
9144100177,815000,1370,1,1962,NR2,N1,157,23550,-2425.68699587398,69.22,0
9834200411,759000,950,1,1947,NR3,R2,298,44700,-4604.170221467809,69.22,0
9137101632,780000,1350,1,2019,LR3(M),J3,89,13350,-1375.0709721833389,69.22,1
4303200374,548000,770,1,1948,NR3,F2,153,22950,-2363.8860533039424,69.22,0
7568700626,276000,760,1,1935,MUR70,99,1,150,-15.450235642509426,69.22,1
8910500646,815000,1220,1,1955,NR2,N1,157,23550,-2425.68699587398,69.22,0
3881900210,550000,1990,1,1905,LR2(M),R1,217,32550,-3352.7011344245457,69.22,0
3352401991,600000,1630,1,1963,NR2,S3,189,28350,-2920.094536434281,69.22,0
3298700111,755000,2440,1,1970,NR3,F3,259,38850,-4001.6110314099415,69.22,0
1438200020,650000,1890,1,1980,RSL(M),S1,221,33150,-3414.502076994583,69.22,0
3278604350,637000,1380,1,2011,LR3(M),F1,153,22950,-2363.8860533039424,69.22,0
2946200090,569950,1020,1,2022,LR2(M),S2,171,25650,-2641.990294869112,69.22,0
7548800063,850000,1540,1,2016,LR3(M),R1,217,32550,-3352.7011344245457,69.22,0
9269200871,785000,1550,1,1945,NR3,F1,153,22950,-2363.8860533039424,69.22,0
6056100136,615000,1690,1,2010,LR2(M),R2,298,44700,-4604.170221467809,69.22,0
2114700986,592750,1250,1,2006,LR2(M),F1,153,22950,-2363.8860533039424,69.22,0
2112700590,776000,1810,1,1919,NR3,F3,259,38850,-4001.6110314099415,69.22,0
9524100313,725000,1420,1,2008,LR3(M),N3,225,33750,-3476.303019564621,69.22,1
3448000171,635000,1420,1,2006,LR2(M),L1,179,26850,-2765.592180009188,69.22,0
8165500040,652500,1420,1,2007,LR1(M),F1,153,22950,-2363.8860533039424,69.22,0
9304300200,810000,2290,1,1956,NR2,99,1,150,-15.450235642509426,69.22,0
4310701505,748000,1330,1,2024,LR3(M),N3,225,33750,-3476.303019564621,69.22,1
6003501432,810000,1250,1,2005,MR(M1),E1,298,44700,-4604.170221467809,69.22,0
4310702566,830000,1430,1,2024,LR2(M1),N3,225,33750,-3476.303019564621,69.22,0
7132300299,559900,1140,1,2022,NC355(M),G3,123,18450,-1900.3789840286595,69.22,1
3037200053,800000,1190,1,2016,LR2(M),G2,229,34350,-3538.1039621346586,69.22,0
5100403825,664950,1080,1,2022,LR2RC(M),L2,118,17700,-1823.1278058161124,69.22,0
4310702550,714950,1240,1,2024,LR2(M1),N3,225,33750,-3476.303019564621,69.22,0
3812400105,760000,1640,2,1954,NR3,S2,171,25650,-2641.990294869112,69.22,0
4310702562,749950,1300,1,2024,LR2(M1),N3,225,33750,-3476.303019564621,69.22,0
7131300080,550000,1900,1,1990,NR2,S3,189,28350,-2920.094536434281,69.22,0
6821102280,800000,1740,2,1945,LR1(M),Q1,107,16050,-1653.175213748509,69.22,0
4206901355,795000,840,1,1925,NR3,B3,118,17700,-1823.1278058161124,69.22,1
7625703025,720000,1240,1,1943,LR1(M1),W3,109,16350,-1684.0756850335274,69.22,0
1604600046,792000,1420,1,2023,LR2(M),R2,298,44700,-4604.170221467809,69.22,0
8842400015,835000,1290,1,1921,NR3,S1,221,33150,-3414.502076994583,69.22,0
7625703028,699950,1290,1,2023,LR1(M1),W3,109,16350,-1684.0756850335274,69.22,0
2856101479,499950,370,1,1923,NR3,J2,90,13500,-1390.5212078258485,69.22,0
3298700131,575000,2260,1,1962,NR3,F3,259,38850,-4001.6110314099415,69.22,0
3646100985,480000,1130,1,1997,LR2(M),G3,123,18450,-1900.3789840286595,69.22,0
7625703027,750000,1320,1,2023,LR1(M1),W3,109,16350,-1684.0756850335274,69.22,0
1250200779,700000,1690,1,2003,LR2(M),G3,123,18450,-1900.3789840286595,69.22,1
9126101082,630000,980,1,2019,LR2(M),G2,229,34350,-3538.1039621346586,69.22,0
7547800040,700000,1280,1,1962,NR3,F1,153,22950,-2363.8860533039424,69.22,0
2112700360,695000,1540,1,1942,NR3,F3,259,38850,-4001.6110314099415,69.22,0
6140100048,721000,1710,1,2007,LR2(M),N1,157,23550,-2425.68699587398,69.22,0
7625700064,755000,1320,1,2018,LR1(M),W2,329,49350,-5083.127526385601,69.22,0
8924100360,809000,1260,1,2025,NR3,U3,190,28500,-2935.544772076791,69.22,0
8069000165,212166,2790,1,1959,NR3,S3,189,28350,-2920.094536434281,69.22,0
9834201222,776500,1610,1,2017,LR2(M),R2,298,44700,-4604.170221467809,69.22,0
3904100372,682500,1630,1,2014,LR2(M),S2,171,25650,-2641.990294869112,69.22,0
9349900045,825000,1610,1,2018,LR1(M),F1,153,22950,-2363.8860533039424,69.22,1
7950304085,545000,550,1,1910,NR3,R3,178,26700,-2750.1419443666778,69.22,0
2770603478,749950,1490,1,2023,NC355(M),Q2,110,16500,-1699.525920676037,69.22,1
4006000425,705000,2020,2,1966,NR3,S1,221,33150,-3414.502076994583,69.22,0
4141680060,695000,1610,1,1987,R6,99,1,150,-15.450235642509426,69.22,0
1133000530,807000,1300,1,1965,NR2,L1,179,26850,-2765.592180009188,69.22,0
3336000900,675000,1130,1,1950,RSL(M),S2,171,25650,-2641.990294869112,69.22,1
7942601305,750000,1550,1,1905,NR3,G2,229,34350,-3538.1039621346586,69.22,0
1862400529,703000,1290,1,1999,LR2(M),J1,141,21150,-2178.483225593829,69.22,1
1604600045,824000,1420,1,2023,LR2(M),R2,298,44700,-4604.170221467809,69.22,0
3959401110,670200,1830,1,1941,NR3,R1,217,32550,-3352.7011344245457,69.22,1
7454000375,850000,1190,1,1942,NR3,W3,109,16350,-1684.0756850335274,69.22,0
8817400221,690450,1020,1,2023,LR2,U1,230,34500,-3553.554197777168,69.22,0
3333002017,820000,2080,1,1908,RSL(M),S1,221,33150,-3414.502076994583,69.22,0
2917200695,730000,880,1,1942,NR3,J1,141,21150,-2178.483225593829,69.22,0
5312100045,725000,1260,1,1918,NR3,R1,217,32550,-3352.7011344245457,69.22,0
6332000180,701000,1110,1,2025,NR3,W3,109,16350,-1684.0756850335274,69.22,0
9274201770,774950,1260,1,1946,LR1(M),W1,248,37200,-3831.6584393423377,69.22,0
3052700438,842000,1460,1,2005,LR1(M),J2,90,13500,-1390.5212078258485,69.22,1
5023910060,800000,1790,1,2018,LR1(M),F1,153,22950,-2363.8860533039424,69.22,0
8817400222,699950,990,1,2023,LR2,U1,230,34500,-3553.554197777168,69.22,0
9358001577,775000,1420,1,2008,LR1(M),W1,248,37200,-3831.6584393423377,69.22,1
9352900895,800000,1360,1,1919,LR2(M1),F2,153,22950,-2363.8860533039424,69.22,0
7548300613,685000,1110,1,2019,LR3(M1),R1,217,32550,-3352.7011344245457,69.22,1
4320200050,814000,1760,1,1953,NR3,W3,109,16350,-1684.0756850335274,69.22,0
2660500240,735000,1180,1,1975,LR2(M1),R1,217,32550,-3352.7011344245457,69.22,0
1250200275,800000,1810,1,2008,LR1(M),G3,123,18450,-1900.3789840286595,69.22,1
3298700715,540000,720,1,1946,NR3,F3,259,38850,-4001.6110314099415,69.22,0
3352402063,400000,1340,1,1955,NR2,S3,189,28350,-2920.094536434281,69.22,0
2284000005,585000,930,1,1946,NR2,N1,157,23550,-2425.68699587398,69.22,0
7548800039,605000,1140,1,2023,LR3(M),R1,217,32550,-3352.7011344245457,69.22,0
4315700700,605000,650,1,1917,NR3,W3,109,16350,-1684.0756850335274,69.22,0
7452500480,559700,700,1,1951,NR3,F2,153,22950,-2363.8860533039424,69.22,0
7452500785,712000,700,1,1951,NR3,F2,153,22950,-2363.8860533039424,69.22,0
2284000060,685500,1980,1,1949,NR2,N1,157,23550,-2425.68699587398,69.22,0
7942602110,786000,1690,2,1966,RSL(M),G2,229,34350,-3538.1039621346586,69.22,0
8817400219,659950,810,1,2023,LR2,U1,230,34500,-3553.554197777168,69.22,0
7262200042,790000,1700,1,1978,R12,99,1,150,-15.450235642509426,69.22,0
2997800095,850000,1580,1,2018,LR1(M),W1,248,37200,-3831.6584393423377,69.22,0
6145601495,650000,670,1,1921,NR3,N3,225,33750,-3476.303019564621,69.22,1
3083000790,321000,1720,1,1912,NR3,R1,217,32550,-3352.7011344245457,69.22,0
7972600935,500000,1450,1,1946,NR3,F3,259,38850,-4001.6110314099415,69.22,0
2767603963,745000,1070,1,2006,LR2(M),B1,211,31650,-3259.999720569489,69.22,0
9485700193,715000,1650,1,1997,LR2(M),F2,153,22950,-2363.8860533039424,69.22,0
7129303515,445000,1200,1,1953,NR3,S3,189,28350,-2920.094536434281,69.22,0
1890000030,750000,1850,1,1915,NR3,B3,118,17700,-1823.1278058161124,69.22,1
9267200043,599888,1270,1,2004,LR3(M),N3,225,33750,-3476.303019564621,69.22,1
1105000552,590000,1550,1,2017,LR3(M),S2,171,25650,-2641.990294869112,69.22,0
9352900037,724800,1750,1,2019,LR3RC(M),F2,153,22950,-2363.8860533039424,69.22,0
9352900038,729800,1750,1,2019,LR3RC(M),F2,153,22950,-2363.8860533039424,69.22,0
6781200052,695000,1490,1,2022,LR2(M),N3,225,33750,-3476.303019564621,69.22,1
6781200057,675000,1490,1,2022,LR2(M),N3,225,33750,-3476.303019564621,69.22,1
2921700335,785000,1580,1,2021,LR1(M1),J2,90,13500,-1390.5212078258485,69.22,1
8165500580,700000,1740,1,2014,LR1(M),F1,153,22950,-2363.8860533039424,69.22,0
6381501506,779000,1070,1,1950,NR2,L1,179,26850,-2765.592180009188,69.22,0
1105000575,599950,1580,1,2020,LR3(M),S2,171,25650,-2641.990294869112,69.22,0
1105000564,613000,1580,1,2020,LR3(M),S2,171,25650,-2641.990294869112,69.22,0
1601600255,430000,2100,1,1919,NR3,S2,171,25650,-2641.990294869112,69.22,0
5649600216,659900,1280,1,2023,LR2(M),R3,178,26700,-2750.1419443666778,69.22,0
9834201253,708000,1230,1,2017,LR2(M),R2,298,44700,-4604.170221467809,69.22,0
5694000170,740000,1050,1,2022,LR3(M),B2,126,18900,-1946.729690956188,69.22,1
9297301190,835000,1600,1,1925,RSL(M),W2,329,49350,-5083.127526385601,69.22,1
5649600218,590000,990,1,2023,LR2(M),R3,178,26700,-2750.1419443666778,69.22,0
2538000240,718000,1390,1,2023,MUR35,99,1,150,-15.450235642509426,69.22,0
4310702561,705600,1300,1,2024,LR2(M1),N3,225,33750,-3476.303019564621,69.22,0
7970100040,762000,1770,1,1958,NR3,R1,217,32550,-3352.7011344245457,69.22,0
5100403826,699950,1080,1,2022,LR2RC(M),L2,118,17700,-1823.1278058161124,69.22,0
3019300096,690000,1100,1,2021,LR2(M1),B2,126,18900,-1946.729690956188,69.22,0
8132700121,715000,800,1,1947,NR3,J2,90,13500,-1390.5212078258485,69.22,0
7217400078,578000,930,1,2020,LR2(M),C3,127,19050,-1962.1799265986967,69.22,0
8113100750,671200,960,1,1919,NR3,R3,178,26700,-2750.1419443666778,69.22,0
9352900417,660000,1360,1,2023,LR1(M1),F2,153,22950,-2363.8860533039424,69.22,0
7996710130,755000,1780,1,1981,LR3(M),N2,246,36900,-3800.757968057319,69.22,0
3298700341,360000,770,1,1943,NR3,F3,259,38850,-4001.6110314099415,69.22,0
5393600537,659950,1120,1,2023,LR2(M),R1,217,32550,-3352.7011344245457,69.22,0
6411600229,644000,800,1,1939,NR2,N2,246,36900,-3800.757968057319,69.22,0
7129302255,825000,2260,1,1963,NR3,S3,189,28350,-2920.094536434281,69.22,0
6814600335,850000,1320,1,1924,RSL(M),U1,230,34500,-3553.554197777168,69.22,0
7883608250,782000,1250,1,1952,RSL(M),F3,259,38850,-4001.6110314099415,69.22,1
9828702820,850000,1590,1,2000,LR3(M1),C3,127,19050,-1962.1799265986967,69.22,1
1773600085,480000,700,1,1929,LR2(M),F1,153,22950,-2363.8860533039424,69.22,0
8820902570,560000,1120,1,2025,NR2,L3,167,25050,-2580.189352299074,69.22,0
6300500820,715000,2090,1,1989,LR1(M1),N3,225,33750,-3476.303019564621,69.22,1
7989800154,544000,2400,1,1950,R6,99,1,150,-15.450235642509426,69.22,0
2112701160,599000,990,1,1959,NR3,F1,153,22950,-2363.8860533039424,69.22,0
9275701840,785000,1600,1,1938,NR3,W1,248,37200,-3831.6584393423377,69.22,0
6140100175,689000,1330,1,2016,LR3(M),N1,157,23550,-2425.68699587398,69.22,0
2976800560,715000,1540,1,1954,NR2,S3,189,28350,-2920.094536434281,69.22,0
3278604910,630000,1360,1,2011,LR3(M),F1,153,22950,-2363.8860533039424,69.22,0
2064600005,628300,930,1,1940,NR3,R1,217,32550,-3352.7011344245457,69.22,0
4302700375,375000,770,1,1948,NR3,F2,153,22950,-2363.8860533039424,69.22,0
1826049275,815000,1350,1,1954,NR2,99,1,150,-15.450235642509426,69.22,0
3274800585,832000,1390,1,2023,LR2(M),G3,123,18450,-1900.3789840286595,69.22,1
1454100531,650000,920,1,1942,NR1,L3,167,25050,-2580.189352299074,69.22,0
3679401220,705000,1510,1,1947,NR3,R1,217,32550,-3352.7011344245457,69.22,0
4315700470,850000,880,1,1921,NR3,W3,109,16350,-1684.0756850335274,69.22,0
9352900800,615000,1070,1,2022,LR2(M1),F2,153,22950,-2363.8860533039424,69.22,0
9828201362,600000,830,1,2005,LR1(M),C3,127,19050,-1962.1799265986967,69.22,0
1732800187,745000,925,1,2005,LR3(M),Q2,110,16500,-1699.525920676037,69.22,0
9287801735,775000,1320,1,1926,NR3,B2,126,18900,-1946.729690956188,69.22,0
2624039122,750000,850,1,1958,NR2,W3,109,16350,-1684.0756850335274,69.22,0
7883600925,549950,1380,1,2021,LR3(M),F3,259,38850,-4001.6110314099415,69.22,1
2197600046,715000,1270,1,2009,MR(M),G1,190,28500,-2935.544772076791,69.22,0
6781200059,585000,1220,1,2022,LR2(M),N3,225,33750,-3476.303019564621,69.22,1
3574300156,713500,1370,1,2014,LR1(M),W1,248,37200,-3831.6584393423377,69.22,0
7547300220,810000,1030,1,1945,NR3,F1,153,22950,-2363.8860533039424,69.22,1
3333000355,250000,1980,1,1957,NR3,S2,171,25650,-2641.990294869112,69.22,0
3319500581,579900,960,1,2022,LR3(M),G2,229,34350,-3538.1039621346586,69.22,0
6450300349,529500,1110,1,2016,LR3(M),N2,246,36900,-3800.757968057319,69.22,0
1862400392,782000,1460,1,2023,LR1(M1),J1,141,21150,-2178.483225593829,69.22,0
4058801210,705000,1460,1,1943,R6,99,1,150,-15.450235642509426,69.22,0
8822900072,510000,1160,1,2007,LR3(M),L3,167,25050,-2580.189352299074,69.22,1
8067000091,690000,1780,1,1952,NR3,S3,189,28350,-2920.094536434281,69.22,0
3013301420,723700,780,1,1942,NR3,W3,109,16350,-1684.0756850335274,69.22,0
1336300213,799000,970,1,2021,LR3(M),C1,152,22800,-2348.435817661433,69.22,0
6126600940,640000,1130,1,1990,LR2(M),W2,329,49350,-5083.127526385601,69.22,0
9352900412,629000,1360,1,2023,LR1(M1),F2,153,22950,-2363.8860533039424,69.22,0
6821101560,830000,970,1,1943,NR3,Q1,107,16050,-1653.175213748509,69.22,0
3348401690,811500,2280,1,2001,LDR,99,1,150,-15.450235642509426,69.22,1
7905200167,833000,820,1,1919,NR3,W2,329,49350,-5083.127526385601,69.22,0
3226049294,662013,1080,1,2025,NR2,N3,225,33750,-3476.303019564621,69.22,1
3172600087,749950,1650,1,2023,LR1(M1),F2,153,22950,-2363.8860533039424,69.22,0
9276200124,799000,1320,1,2023,LR3(M),W1,248,37200,-3831.6584393423377,69.22,0
1566100236,825000,880,1,1949,NR2,L3,167,25050,-2580.189352299074,69.22,0
3320000867,815000,1540,1,2022,LR2(M),G3,123,18450,-1900.3789840286595,69.22,1
3320000216,699950,1420,1,2007,LR3(M),G2,229,34350,-3538.1039621346586,69.22,0
3320000869,789950,1450,1,2023,LR2(M),G3,123,18450,-1900.3789840286595,69.22,1
3172600083,699950,1540,1,2023,LR1(M1),F2,153,22950,-2363.8860533039424,69.22,0
2284000025,605000,1260,1,1948,NR2,N1,157,23550,-2425.68699587398,69.22,0
3172600086,735000,1660,1,2023,LR1(M1),F2,153,22950,-2363.8860533039424,69.22,0
3320000868,740000,1530,1,2022,LR2(M),G3,123,18450,-1900.3789840286595,69.22,1
2284000010,576500,1050,1,1947,NR2,N1,157,23550,-2425.68699587398,69.22,0
4058800170,845000,2560,1,1950,R6,99,1,150,-15.450235642509426,69.22,0
6798101045,636000,720,1,1930,NR2,L1,179,26850,-2765.592180009188,69.22,0
5649600217,598900,1100,1,2023,LR2(M),R3,178,26700,-2750.1419443666778,69.22,0
7625703029,778000,1320,1,2023,LR1(M1),W3,109,16350,-1684.0756850335274,69.22,0
9828202450,850000,1860,2,1907,NR3,C3,127,19050,-1962.1799265986967,69.22,0
9465200380,790000,930,1,1930,NR3,J1,141,21150,-2178.483225593829,69.22,0
2113700620,849000,2500,1,1941,NR3,F3,259,38850,-4001.6110314099415,69.22,0
4058802160,789000,2000,1,1943,R6,99,1,150,-15.450235642509426,69.22,0
2770603463,719950,1400,1,2023,NC355(M),Q2,110,16500,-1699.525920676037,69.22,1
1722800753,755000,1540,1,2016,LR2(M),O3,51,7650,-787.9620177679808,69.22,1
4365200835,768000,890,1,1922,NR2,F2,153,22950,-2363.8860533039424,69.22,0
1282300713,589000,1400,1,2010,LR3(M),R2,298,44700,-4604.170221467809,69.22,0
5707500039,795000,1200,1,2010,MR(M1),C2,100,15000,-1545.0235642509426,69.22,1
9839300080,710000,810,1,1906,NR3,C3,127,19050,-1962.1799265986967,69.22,0
7857003949,78320,2040,1,2000,NR3,S1,221,33150,-3414.502076994583,69.22,0
3278606030,630000,1360,1,2013,LR1(M),F1,153,22950,-2363.8860533039424,69.22,0
6300500782,799000,1630,1,2023,LR1(M1),N3,225,33750,-3476.303019564621,69.22,1
9376300836,700000,1350,1,2019,LR2RC(M),J2,90,13500,-1390.5212078258485,69.22,1
6638900379,645000,1223,1,2007,LR2(M),J1,141,21150,-2178.483225593829,69.22,1
6145601340,740000,1060,1,1945,NR3,J1,141,21150,-2178.483225593829,69.22,0
1189000491,722000,1045,1,2007,NC255(M),C3,127,19050,-1962.1799265986967,69.22,0
5100403828,745000,1130,1,2022,LR2RC(M),L2,118,17700,-1823.1278058161124,69.22,0
5100403829,689950,1060,1,2022,LR2RC(M),L2,118,17700,-1823.1278058161124,69.22,0
4310702552,743950,1250,1,2024,LR2(M1),N3,225,33750,-3476.303019564621,69.22,0
8073000335,850000,690,1,1968,NR3,S3,189,28350,-2920.094536434281,69.22,0
1934800131,705000,1470,1,2006,LR2(M),G2,229,34350,-3538.1039621346586,69.22,0
8150100160,670000,780,1,1940,NR3,F2,153,22950,-2363.8860533039424,69.22,0
1279300150,459577,1350,1,1950,NR3,U3,190,28500,-2935.544772076791,69.22,0
5101408489,850000,1250,1,1940,NR3,L2,118,17700,-1823.1278058161124,69.22,1
